Administrative;Administrative_Duration;Informational;Informational_Duration;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;SpecialDay;Month;OperatingSystems;Browser;Region;TrafficType;VisitorType;Weekend
8;112.27;0;0.0;149;4304.366905;0.01025641;0.027991453;0.0;0.0;Sep;2;5;1;1;Returning_Visitor;False
7;170.0;0;0.0;27;1342.666667;0.003333333;0.023333332999999998;29.35629782;0.0;Mar;2;2;1;3;Returning_Visitor;False
0;0.0;0;0.0;10;148.5;0.09;0.096666667;0.0;0.4;May;1;1;1;2;Returning_Visitor;False
3;738.4;0;0.0;14;698.5833332999999;0.007692308;0.021153846;0.0;0.0;May;3;2;8;2;Returning_Visitor;False
0;0.0;0;0.0;10;466.75;0.0;0.028571429;0.0;0.0;May;3;2;1;4;Returning_Visitor;True
6;177.6;0;0.0;17;284.78333330000004;0.009090909;0.022727273;31.99181419;0.0;Oct;4;1;1;2;Returning_Visitor;False
1;112.8;0;0.0;8;543.7333332999999;0.0;0.011111111000000002;28.69843548;0.0;Oct;1;1;6;2;New_Visitor;True
0;0.0;0;0.0;57;4115.233333;0.0035087720000000003;0.018421053;0.0;0.0;May;2;2;3;13;Returning_Visitor;False
1;25.5;0;0.0;43;914.2294372000001;0.013636364;0.025762987;0.0;0.0;Nov;1;1;1;1;Returning_Visitor;False
3;62.14285714;0;0.0;23;1046.916667;0.0;0.004347826;17.37391304;0.0;May;2;2;7;1;Returning_Visitor;True
3;49.33333333;5;303.25;7;148.5;0.0;0.014081633;0.0;0.0;Mar;3;2;2;2;Returning_Visitor;False
0;0.0;0;0.0;4;75.4;0.1;0.125;0.0;0.0;Nov;3;3;1;3;Returning_Visitor;False
0;0.0;0;0.0;56;4377.983333;0.004285714;0.022295917999999998;0.0;0.8;May;4;1;1;4;Returning_Visitor;False
0;0.0;0;0.0;65;624.6248956000001;0.0;0.02359375;0.0;0.8;May;2;5;4;2;Returning_Visitor;False
2;115.2;0;0.0;7;211.1;0.0;0.0;0.0;0.0;Jul;2;2;2;2;New_Visitor;True
0;0.0;0;0.0;73;1209.761905;0.0028169009999999997;0.007668232;0.0;0.0;May;2;4;3;1;Returning_Visitor;True
2;23.0;0;0.0;31;618.0;0.0;0.006451613;0.0;0.0;May;2;2;9;3;Returning_Visitor;False
2;341.6;0;0.0;7;177.9;0.047619048;0.062857143;0.0;0.0;Aug;3;2;1;1;Returning_Visitor;False
6;142.3;0;0.0;108;1479.083333;0.0017857139999999999;0.007142857;0.0;0.8;May;2;2;1;6;Returning_Visitor;False
4;116.0;1;8.0;59;1828.774603;0.003874092;0.023361582000000002;26.93792373;0.0;May;2;2;7;6;Returning_Visitor;False
0;0.0;0;0.0;12;169.3;0.0;0.016666667;0.0;0.0;Mar;2;2;3;2;Returning_Visitor;True
0;0.0;0;0.0;31;2285.2;0.006451613;0.04516129;0.0;0.0;Nov;2;2;9;1;Returning_Visitor;False
0;0.0;0;0.0;30;632.5833332999999;0.0;0.021666667;0.0;0.0;Mar;2;5;1;1;Returning_Visitor;False
1;0.0;0;0.0;8;534.875;0.008888889;0.074074074;0.0;0.0;Nov;2;2;1;10;Returning_Visitor;False
0;0.0;0;0.0;3;0.0;0.2;0.2;0.0;0.0;May;2;2;1;3;Returning_Visitor;False
8;108.7;0;0.0;85;2651.943186;0.0008888889999999999;0.01426455;0.898495409;0.0;Jul;2;2;9;4;Returning_Visitor;False
3;91.83333333;0;0.0;11;534.0;0.015384615;0.015384615;44.29661538;0.0;May;1;1;1;2;New_Visitor;False
0;0.0;0;0.0;53;5504.695238;0.011538462;0.031446886;12.32661404;0.0;Nov;2;2;1;1;Returning_Visitor;False
0;0.0;0;0.0;6;117.0;0.083333333;0.088888889;0.0;0.0;May;3;2;4;3;Returning_Visitor;False
0;0.0;5;14.0;31;750.5904762;0.0074074069999999995;0.036957672000000004;0.0;0.0;Mar;2;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;23;1299.5;0.034782609;0.069565217;0.0;0.6;May;2;2;1;4;Returning_Visitor;False
0;0.0;0;0.0;7;141.83333330000002;0.06428571400000001;0.15;0.0;0.0;Mar;2;2;1;1;Returning_Visitor;False
2;423.6;0;0.0;46;2031.506667;0.013043478;0.023913043;0.0;0.0;Aug;2;2;4;1;Returning_Visitor;False
0;0.0;0;0.0;10;246.93333330000002;0.006666666999999999;0.01;0.0;0.4;May;1;1;8;2;Returning_Visitor;False
4;134.1;0;0.0;7;110.3;0.0;0.015151515;0.0;0.0;Sep;3;2;1;5;New_Visitor;False
4;23.375;2;231.6;35;996.1480769;0.0060810809999999995;0.041741742000000005;0.0;0.0;Nov;2;2;5;2;Returning_Visitor;True
1;9.0;0;0.0;37;2368.111111;0.030555556;0.053240740999999994;4.7605485960000005;0.0;Nov;1;1;8;1;Returning_Visitor;False
3;196.4;0;0.0;9;397.0;0.027272727000000004;0.045454545;0.0;0.0;Sep;3;2;6;13;Returning_Visitor;False
3;166.0;1;140.0;35;701.5;0.029411765;0.05;0.0;0.0;May;2;5;6;1;Returning_Visitor;True
1;38.2;1;9.0;21;1290.5;0.0;0.0;86.12351528;0.0;Nov;2;2;9;2;New_Visitor;False
5;237.25;1;181.0;63;3445.0125;0.011897436;0.028190306000000002;0.0;0.0;Dec;3;2;1;2;Returning_Visitor;False
10;147.45833330000002;4;216.5;68;1587.765598;0.0;0.010045837;0.0;0.0;Dec;2;2;3;2;Returning_Visitor;False
0;0.0;0;0.0;34;910.2333332999999;0.0;0.023529412000000003;0.0;0.0;Dec;2;2;1;2;Returning_Visitor;False
5;241.66666669999998;5;229.0;38;1054.944444;0.010869565;0.014565217;8.224168543;0.0;Mar;2;4;3;2;Returning_Visitor;True
0;0.0;0;0.0;12;285.1666667;0.0;0.002597403;0.0;0.0;May;1;1;5;4;Returning_Visitor;False
5;32.6;0;0.0;70;939.7833332999999;0.0;0.002702703;0.0;0.0;Aug;2;4;1;5;New_Visitor;True
7;234.43333330000002;0;0.0;85;6743.398759999999;0.013768116;0.033907028;0.0;0.0;Oct;2;2;8;13;Returning_Visitor;False
0;0.0;0;0.0;3;0.0;0.2;0.2;0.0;0.0;Mar;1;1;3;1;Returning_Visitor;False
0;0.0;0;0.0;8;219.0;0.0;0.025;0.0;0.0;Dec;2;5;3;2;Returning_Visitor;False
2;42.16666667;0;0.0;17;490.53333330000004;0.0;0.01175;23.5144;0.0;May;2;4;7;2;Returning_Visitor;False
0;0.0;0;0.0;5;89.86666667;0.04;0.06;0.0;0.0;Jul;3;2;5;4;Returning_Visitor;True
0;0.0;0;0.0;10;366.0;0.02;0.056666667000000004;0.0;0.6;May;1;1;1;3;Returning_Visitor;False
22;474.47641239999996;3;167.1428571;92;2324.820965;0.014613095;0.020072361;7.935285932999999;0.0;Nov;3;2;2;13;Returning_Visitor;False
0;0.0;0;0.0;10;342.1666667;0.0;0.022222222000000003;51.176;0.0;May;2;2;1;1;Returning_Visitor;False
2;10.0;2;451.5;27;1686.9666670000001;0.006451613;0.023502303999999998;7.964649501;0.0;Mar;2;6;7;2;Returning_Visitor;False
0;0.0;0;0.0;8;493.75;0.0;0.05;0.0;0.0;Nov;2;2;4;20;Other;False
0;0.0;0;0.0;10;243.2;0.02;0.04;0.0;0.0;Mar;2;2;4;1;Returning_Visitor;False
5;131.995614;0;0.0;35;1712.8333329999998;0.0;0.000263158;0.0;0.4;May;2;2;3;3;New_Visitor;False
4;112.875;0;0.0;6;134.675;0.0;0.037037037;0.0;0.0;Nov;1;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;5;186.06666669999998;0.146666667;0.15952381;0.0;0.0;June;3;2;1;13;Returning_Visitor;False
7;204.3875;4;187.0;61;776.4138158;0.015104167;0.016153274;0.0;0.0;May;3;2;6;3;Returning_Visitor;False
7;40.5;0;0.0;39;743.0119047999999;0.0;0.01;0.0;0.0;May;2;2;1;3;Returning_Visitor;True
1;7.0;0;0.0;9;160.5;0.0;0.025;0.0;0.0;May;2;2;2;3;Returning_Visitor;False
0;0.0;1;3.0;29;1005.946429;0.006666666999999999;0.013333333000000001;0.0;0.8;May;2;2;5;5;Returning_Visitor;False
10;154.0229167;0;0.0;50;1388.0523660000001;0.008611111;0.02038584;18.19675574;0.0;Sep;3;2;3;4;Returning_Visitor;False
0;0.0;0;0.0;6;219.5;0.011111111000000002;0.07777777799999999;0.0;0.0;May;2;4;2;6;Returning_Visitor;False
9;122.0;1;87.0;50;1694.7976190000002;0.008928571;0.018154761999999998;0.0;0.0;Mar;1;1;1;3;Returning_Visitor;True
0;0.0;0;0.0;33;629.8583332999999;0.006060606;0.03030303;0.0;0.0;Nov;2;2;3;1;Returning_Visitor;True
1;23.2;0;0.0;27;1061.55;0.0037037040000000004;0.018518519;43.29821166;0.0;Aug;2;2;6;5;Returning_Visitor;False
0;0.0;0;0.0;26;648.4;0.0;0.018000000000000002;0.0;0.0;Mar;1;1;1;3;Returning_Visitor;True
1;139.5;0;0.0;18;816.8333332999999;0.0;0.005263158;0.0;0.0;Nov;2;2;3;2;New_Visitor;False
0;0.0;0;0.0;53;952.1598197999999;0.015839126000000002;0.037802052;0.0;0.0;Jul;3;2;8;1;Returning_Visitor;True
1;11.5;0;0.0;22;683.0524892000001;0.02;0.05126867400000001;0.0;0.6;May;3;3;5;3;Returning_Visitor;False
0;0.0;0;0.0;2;29.0;0.0;0.1;0.0;1.0;Feb;2;4;4;2;Returning_Visitor;True
0;0.0;0;0.0;27;892.9679487;0.014814815;0.022751322999999997;0.0;0.0;Dec;2;2;3;2;Returning_Visitor;True
1;27.9;0;0.0;64;3875.427778;0.0;0.019583333;5.698585477000001;0.0;Nov;2;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Feb;3;2;3;3;Returning_Visitor;False
3;44.3;0;0.0;17;468.85;0.01;0.006666666999999999;64.2879309;0.0;Aug;1;2;1;2;Returning_Visitor;False
2;14.0;0;0.0;49;789.9583332999999;0.004166667;0.015097221999999999;0.0;0.0;Mar;3;2;7;1;Returning_Visitor;False
0;0.0;0;0.0;7;362.0;0.0;0.028571429;0.0;0.0;Mar;2;2;1;1;Returning_Visitor;False
0;0.0;0;0.0;2;11.0;0.0;0.1;0.0;0.0;Nov;3;2;1;10;Returning_Visitor;False
0;0.0;3;191.33333330000002;57;1315.455182;0.0;0.009501916;0.0;0.0;Nov;3;2;3;2;Returning_Visitor;True
1;26.2;1;6.0;28;677.5333333;0.0;0.019472789;0.0;0.0;Jul;1;1;6;1;Returning_Visitor;True
0;0.0;0;0.0;2;252.8;0.0;0.1;0.0;0.0;Oct;2;5;9;13;Returning_Visitor;True
4;54.93333333;0;0.0;35;1126.666667;0.0;0.005952381;28.32886648;0.0;Jul;2;2;7;2;Returning_Visitor;False
2;58.5;0;0.0;37;1351.908333;0.005405405;0.018670099;5.464243549;0.0;Dec;2;2;3;1;Returning_Visitor;False
0;0.0;0;0.0;68;746.8;0.0029411759999999998;0.011470588;0.0;0.0;May;2;2;1;13;Returning_Visitor;False
0;0.0;0;0.0;100;2852.013141;0.000444444;0.024301656;0.0;0.0;Dec;2;2;1;2;Returning_Visitor;False
1;16.2;1;8.1;17;1180.366667;0.010526316;0.052631579000000005;0.0;0.0;Aug;2;2;3;4;Returning_Visitor;False
0;0.0;0;0.0;7;117.0;0.0;0.028571429;0.0;0.0;May;2;10;6;1;Returning_Visitor;True
3;50.0;0;0.0;13;796.0;0.0;0.013333333000000001;0.0;0.0;Mar;2;2;5;2;Returning_Visitor;False
2;123.75;0;0.0;21;938.3333332999998;0.01;0.016666667;218.3951915;0.0;Dec;1;1;3;2;Returning_Visitor;False
0;0.0;0;0.0;7;16.0;0.0;0.033333333;0.0;0.0;Dec;1;1;1;2;Returning_Visitor;True
3;143.0;2;29.0;3;380.0;0.0;0.042857143;0.0;0.4;May;2;2;4;3;New_Visitor;False
0;0.0;0;0.0;19;422.83333330000005;0.010526316;0.045614035;0.0;0.0;Mar;2;2;1;3;Returning_Visitor;False
0;0.0;1;25.0;15;412.8333333;0.0;0.006666666999999999;29.848000000000003;0.0;May;2;4;1;4;New_Visitor;False
6;237.5;3;347.5;22;740.5;0.008;0.02;87.94459488;0.0;Dec;3;2;1;2;Returning_Visitor;False
8;451.2836134;10;961.45;131;2460.3236859999997;0.003082192;0.021249277;2.3256638030000003;0.0;Nov;2;2;3;3;Returning_Visitor;False
2;36.2;3;52.0;4;48.0;0.057142857000000005;0.057142857000000005;0.0;0.0;Jul;1;1;1;4;Returning_Visitor;True
0;0.0;0;0.0;13;1496.833333;0.0;0.015384615;98.13692308;0.0;May;2;4;6;4;New_Visitor;False
0;0.0;0;0.0;8;323.5;0.0;0.025;23.235;0.0;May;1;1;1;5;New_Visitor;False
11;247.33333330000002;2;369.0;90;7221.0;0.001030928;0.003917526;13.46406308;0.0;Mar;2;2;3;8;Returning_Visitor;False
0;0.0;0;0.0;3;67.5;0.0;0.066666667;0.0;0.0;Mar;1;1;3;3;Returning_Visitor;True
0;0.0;0;0.0;18;410.9166667;0.10526315800000001;0.11947368400000001;0.0;1.0;May;3;2;4;13;Returning_Visitor;True
0;0.0;0;0.0;3;133.5;0.1;0.15555555599999998;0.0;0.4;May;2;4;1;6;Returning_Visitor;False
6;189.8;0;0.0;9;208.83333330000002;0.0;0.015384615;70.31635146;0.0;Nov;2;2;3;2;New_Visitor;False
2;34.4;0;0.0;18;379.6166667;0.035;0.059166667;0.0;0.0;Jul;2;2;6;1;Returning_Visitor;False
1;39.2;0;0.0;23;526.0;0.0;0.002173913;0.0;0.0;Oct;4;2;3;2;Returning_Visitor;False
3;91.75;0;0.0;20;1171.333333;0.003174603;0.018571429;0.0;0.0;May;3;2;2;4;Returning_Visitor;True
0;0.0;0;0.0;27;867.7777777999999;0.0;0.004487179;0.0;0.0;Dec;2;2;3;1;New_Visitor;False
0;0.0;0;0.0;15;598.6;0.0;0.033333333;0.0;0.0;Jul;2;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;15;1733.6666670000002;0.0;0.026666667;0.0;0.0;Mar;2;2;7;2;Returning_Visitor;False
3;195.0;0;0.0;49;1179.014103;0.0;0.001923077;0.0;0.0;May;2;2;3;2;New_Visitor;False
2;91.9;0;0.0;6;273.8;0.0;0.005;0.0;0.0;Sep;3;2;1;2;New_Visitor;True
0;0.0;0;0.0;9;11.0;0.15555555599999998;0.177777778;0.0;0.0;May;2;2;2;4;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;May;2;2;4;3;New_Visitor;False
0;0.0;0;0.0;44;784.8833333;0.0;0.004761905;360.95338389999995;0.0;Dec;8;13;9;20;Other;False
2;30.5;2;18.0;15;1518.097619;0.0;0.031764706000000004;31.75764706;0.0;May;2;2;8;2;Returning_Visitor;False
9;68.4;1;6.0;30;728.8666667;0.037373737000000004;0.063636364;0.0;0.0;Oct;2;2;3;20;Returning_Visitor;True
0;0.0;0;0.0;25;812.0;0.0;0.008;0.0;0.0;Mar;2;2;1;1;Returning_Visitor;False
1;7.0;0;0.0;15;430.5;0.0;0.019047619;0.0;0.0;May;2;4;7;2;Returning_Visitor;False
0;0.0;0;0.0;143;4977.850893;0.008732394000000001;0.038977353;0.0;0.0;Nov;2;2;3;1;Returning_Visitor;False
0;0.0;0;0.0;38;1338.778571;0.011111111000000002;0.024532828;0.0;0.0;Nov;1;1;1;3;Returning_Visitor;True
5;85.66666667;0;0.0;25;1194.5;0.0;0.007692308;11.51923077;0.0;May;2;2;1;2;New_Visitor;False
1;12.0;0;0.0;36;493.30339010000006;0.0;0.01660575;0.0;0.0;Oct;2;2;5;2;Returning_Visitor;False
0;0.0;1;0.0;16;222.0;0.025;0.03125;0.0;0.0;Mar;1;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;3;402.0;0.0;0.066666667;0.0;0.0;Nov;4;2;3;2;Returning_Visitor;False
3;90.51111111;0;0.0;24;669.9166667000001;0.0;0.002777778;0.0;0.0;May;2;2;4;3;New_Visitor;False
10;293.77820510000004;2;153.0;96;3283.1667390000002;0.001960784;0.013509413999999999;0.0;0.0;Mar;3;2;6;2;Returning_Visitor;True
11;344.1;2;477.6;57;1475.608427;0.01641791;0.030868963;10.45977002;0.0;Oct;1;1;3;1;Returning_Visitor;False
1;8.0;0;0.0;29;826.85;0.007142857;0.029591837000000003;10.98707143;0.0;May;1;1;3;4;Returning_Visitor;False
0;0.0;0;0.0;91;2058.534091;0.021348315;0.038816034;0.0;1.0;May;2;2;3;13;Returning_Visitor;True
3;42.4;0;0.0;20;331.89142860000004;0.0;0.004761905;0.0;0.0;Aug;2;2;8;1;Returning_Visitor;True
3;63.0;0;0.0;10;142.66666669999998;0.0;0.015384615;0.0;0.0;Mar;2;2;7;2;New_Visitor;True
4;66.76;0;0.0;10;267.9;0.0;0.002777778;0.0;0.0;Aug;2;2;7;2;New_Visitor;False
0;0.0;2;39.0;15;245.0;0.0;0.0125;11.995540400000001;0.0;Mar;2;2;1;3;Returning_Visitor;True
6;110.0;0;0.0;21;884.3333332999998;0.0;0.016231884;17.94797101;0.0;May;1;2;5;2;Returning_Visitor;False
2;11.0;0;0.0;48;2562.083333;0.0042553190000000005;0.0053191490000000004;0.0;0.0;May;2;5;7;4;Returning_Visitor;False
5;99.16666667;1;27.0;33;483.2666666999999;0.002777778;0.009126984;0.0;0.6;May;8;5;1;2;Returning_Visitor;False
5;68.0;0;0.0;36;818.5;0.007894736999999999;0.028070175;0.0;0.8;May;2;2;1;3;Returning_Visitor;False
8;192.5555556;1;91.0;109;2926.431962;0.0;0.0018518520000000002;12.8915;0.0;May;4;1;1;3;New_Visitor;False
0;0.0;0;0.0;15;298.1666667;0.013333333000000001;0.04444444400000001;0.0;0.4;May;2;10;9;3;Returning_Visitor;False
8;288.0875;0;0.0;20;326.9277778;0.033333333;0.059464286;0.0;0.0;Dec;3;2;1;1;Returning_Visitor;True
8;310.0666667;1;49.4;71;1441.974535;0.0030136990000000003;0.009218133;48.30461627;0.0;Oct;1;1;2;20;Returning_Visitor;True
5;1388.75;0;0.0;4;1373.75;0.0;0.02;0.0;0.0;Mar;1;1;7;8;Returning_Visitor;False
4;68.5;0;0.0;152;5426.823764;0.005228758;0.018756793;0.0;0.0;Nov;2;2;4;10;Returning_Visitor;False
1;32.0;0;0.0;50;2867.0;0.0;0.004;153.44324780000002;0.0;Mar;2;2;7;8;Returning_Visitor;True
6;86.2;0;0.0;49;3003.419048;0.010526316;0.015711501;4.376915789;0.4;May;1;1;4;4;Returning_Visitor;False
0;0.0;0;0.0;4;1440.0;0.0;0.05;0.0;0.8;May;2;2;5;1;Returning_Visitor;False
6;155.0;0;0.0;84;2566.220887;0.0;0.007575758;16.56314545;0.0;Mar;2;2;7;2;Returning_Visitor;False
0;0.0;0;0.0;21;360.0833333;0.0;0.00952381;0.0;0.0;May;1;1;6;15;Returning_Visitor;False
5;113.7;0;0.0;6;181.2666667;0.018181818;0.018181818;0.0;0.0;Nov;1;1;8;3;Returning_Visitor;False
8;275.75;1;97.0;204;5209.820361;0.002571429;0.015411986;0.0;0.0;Nov;2;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;24;445.9;0.058333333;0.079166667;0.0;0.0;Aug;2;4;1;1;Returning_Visitor;False
0;0.0;0;0.0;5;51.25;0.0;0.02;0.0;0.0;Mar;3;2;1;1;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Feb;2;2;4;1;Returning_Visitor;True
0;0.0;0;0.0;2;49.0;0.0;0.033333333;0.0;0.0;May;3;2;3;3;Returning_Visitor;False
0;0.0;0;0.0;7;157.0;0.0;0.014285714;0.0;0.0;Mar;3;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;4;33.0;0.05;0.1;0.0;0.0;May;2;10;1;3;Returning_Visitor;False
0;0.0;0;0.0;6;1133.666667;0.028205128;0.038562092;0.0;0.2;May;3;2;1;1;Returning_Visitor;False
5;277.8;0;0.0;25;884.5;0.0;0.003571429;7.48051616;0.0;Jul;2;10;2;2;New_Visitor;True
0;0.0;1;232.0;16;343.2;0.0;0.006666666999999999;0.0;0.4;May;2;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;48;1304.666667;0.016666667;0.051215277999999996;0.0;0.6;May;3;2;1;13;Returning_Visitor;False
0;0.0;0;0.0;8;444.63333330000006;0.0;0.025;0.0;0.0;Nov;2;4;1;10;Returning_Visitor;False
2;105.0;0;0.0;19;482.5;0.0;0.008333333;0.0;0.0;May;3;2;3;2;New_Visitor;True
0;0.0;2;66.0;27;875.5;0.0;0.014367816;0.0;0.0;May;4;2;1;2;Returning_Visitor;True
0;0.0;0;0.0;26;470.8166666999999;0.005128205;0.042307692;0.0;0.0;Nov;3;2;4;11;Returning_Visitor;True
0;0.0;0;0.0;20;275.6666667;0.066666667;0.114814815;0.0;0.0;May;2;2;1;4;Returning_Visitor;False
1;5.0;0;0.0;53;1062.749495;0.007843137;0.019263449;0.0;0.4;May;1;1;1;4;Returning_Visitor;False
0;0.0;1;28.0;13;474.66666669999995;0.0;0.014285714;33.41;0.0;Mar;2;2;1;6;Returning_Visitor;False
0;0.0;0;0.0;1;40.0;0.0;0.1;0.0;0.0;Mar;3;2;1;10;Returning_Visitor;False
2;90.0;1;48.5;40;3789.583333;0.0;0.023170732000000003;0.0;0.0;Dec;2;2;4;2;Returning_Visitor;True
1;45.5;3;58.0;6;311.5;0.0;0.0125;0.0;0.0;May;3;2;6;2;New_Visitor;True
1;8.0;0;0.0;47;1459.576667;0.010416667;0.017638888999999998;0.0;0.0;Oct;1;1;3;3;Returning_Visitor;False
9;160.0;0;0.0;48;3946.0083329999998;0.007272727;0.011515151999999999;20.32388105;0.0;Mar;2;6;1;8;Returning_Visitor;True
0;0.0;0;0.0;7;87.71428571;0.042857143;0.089285714;0.0;0.0;Mar;3;2;1;3;Returning_Visitor;False
0;0.0;0;0.0;5;1162.5;0.0;0.025;0.0;0.0;Mar;2;2;2;2;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Dec;1;1;1;1;Returning_Visitor;True
7;73.9;0;0.0;58;3441.8066670000003;0.0;0.010752688;0.0;0.0;Oct;2;2;1;2;Returning_Visitor;False
9;399.8;5;923.9;115;7243.649316;0.003225806;0.018928571;3.5854398260000004;0.0;Aug;2;2;8;4;Returning_Visitor;False
0;0.0;0;0.0;9;319.6666667;0.033333333;0.055555556;0.0;0.0;May;1;1;1;1;Returning_Visitor;False
0;0.0;0;0.0;23;213.5;0.1;0.12121212099999999;0.0;0.8;May;2;2;7;3;Returning_Visitor;False
0;0.0;0;0.0;13;231.5;0.015384615;0.023076923;0.0;0.0;May;2;4;3;1;Returning_Visitor;False
0;0.0;0;0.0;14;1225.0;0.015384615;0.015384615;0.0;0.0;May;1;1;3;2;New_Visitor;False
1;5.5;3;169.2;14;517.66;0.011111111000000002;0.022222222000000003;50.18313917;0.0;Jul;3;2;1;2;Returning_Visitor;True
2;63.0;0;0.0;4;43.75;0.016666667;0.016666667;0.0;0.0;Nov;1;2;3;2;New_Visitor;False
1;70.0;0;0.0;24;496.66666669999995;0.0;0.002173913;0.0;0.0;May;1;1;1;2;New_Visitor;False
2;40.2;2;26.1;10;186.7;0.0;0.021428571;0.0;0.0;Oct;2;2;3;3;New_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Mar;1;1;3;1;Returning_Visitor;False
0;0.0;0;0.0;11;822.0;0.054545455;0.063636364;0.0;0.4;May;2;2;2;4;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;May;3;2;3;15;Returning_Visitor;False
6;75.5;0;0.0;3;66.05;0.0;0.022222222000000003;21.47142017;0.0;Aug;2;2;7;6;Returning_Visitor;False
3;1373.5;0;0.0;43;2798.0738100000003;0.0;0.010971006;2.915511628;0.0;Mar;2;6;2;3;Returning_Visitor;False
4;75.5;0;0.0;10;158.9733333;0.023076923;0.038461537999999997;20.65287956;0.0;Oct;1;1;3;2;Returning_Visitor;True
3;117.5;0;0.0;14;285.4166667;0.0;0.00625;0.0;0.0;May;3;2;1;2;New_Visitor;True
13;311.83009350000003;4;201.5;166;6850.4993349999995;0.0;0.017541022;4.115853586;0.0;Dec;2;2;1;3;Returning_Visitor;False
4;60.2;0;0.0;8;132.8;0.0;0.009090909;0.0;0.0;Oct;1;1;1;2;Returning_Visitor;False
3;47.0;0;0.0;66;2582.69697;0.003030303;0.012121212;11.96954545;0.0;May;2;2;1;2;Returning_Visitor;False
2;15.6;0;0.0;10;68.0;0.018181818;0.045454545;0.0;0.2;May;2;2;2;3;Returning_Visitor;False
0;0.0;0;0.0;7;49.86666667;0.085714286;0.092857143;0.0;0.0;Sep;1;1;9;3;Returning_Visitor;False
0;0.0;0;0.0;9;0.0;0.2;0.2;0.0;0.8;May;2;2;4;13;Returning_Visitor;False
0;0.0;0;0.0;12;317.8333333;0.0;0.005555556;0.0;0.0;Feb;1;1;1;4;Returning_Visitor;True
2;7.0;0;0.0;3;66.0;0.0;0.066666667;0.0;0.0;Mar;2;2;1;2;Returning_Visitor;False
2;15.0;0;0.0;1;8.0;0.0;0.066666667;0.0;0.0;Nov;2;4;1;2;Returning_Visitor;False
0;0.0;0;0.0;8;118.0;0.0;0.0125;0.0;0.2;May;2;2;2;2;Returning_Visitor;False
15;591.6636364;0;0.0;56;2504.4136359999998;0.004918033;0.011662763;8.184095082;0.0;May;3;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;9;372.6;0.0;0.022222222000000003;55.89978907;0.0;Jul;2;2;1;4;Returning_Visitor;False
0;0.0;0;0.0;3;52.0;0.0;0.066666667;0.0;0.0;Mar;2;5;8;3;Returning_Visitor;True
3;52.33333333;5;81.5;23;541.6666667000001;0.0011111110000000001;0.047074074;10.64805714;0.0;May;4;1;1;4;Returning_Visitor;False
0;0.0;0;0.0;17;65.0;0.047058824000000006;0.07647058799999999;0.0;0.8;May;2;2;1;3;Returning_Visitor;False
5;70.33333333;0;0.0;29;1049.313889;0.025595238;0.054241070999999995;0.0;0.0;Nov;3;2;3;2;Returning_Visitor;True
0;0.0;0;0.0;14;199.4904762;0.0;0.0;17.36252324;0.0;Sep;2;2;2;4;New_Visitor;False
5;73.125;2;53.5;200;6671.290144;0.003458896;0.012152531000000001;0.0;0.0;Nov;2;2;4;2;Returning_Visitor;False
1;36.0;0;0.0;34;2240.166667;0.013541667;0.034895833;0.0;0.6;May;1;1;1;4;Returning_Visitor;False
1;9.0;0;0.0;15;688.1833333;0.0;0.011904762;43.03066045;0.0;Dec;1;1;3;2;New_Visitor;False
1;4.0;0;0.0;37;1296.942857;0.013888889;0.039814815;0.0;0.8;May;2;2;4;2;Returning_Visitor;False
4;211.8;0;0.0;15;512.9;0.0;0.00625;0.0;0.0;Nov;1;1;3;2;New_Visitor;False
2;11.0;0;0.0;59;779.2628571;0.0;0.007471264;0.0;0.0;Aug;4;1;1;4;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;May;1;1;7;2;Returning_Visitor;True
0;0.0;0;0.0;1;612.0;0.0;0.1;0.0;0.0;May;1;1;1;3;Returning_Visitor;False
0;0.0;0;0.0;3;61.5;0.0;0.033333333;0.0;0.0;Dec;1;1;9;2;Returning_Visitor;False
0;0.0;0;0.0;6;89.66666667;0.0;0.033333333;0.0;0.0;Nov;2;10;3;3;Returning_Visitor;False
0;0.0;0;0.0;31;1383.166667;0.030107527000000002;0.090322581;0.0;0.4;May;2;4;3;6;Returning_Visitor;False
3;42.0;0;0.0;16;1266.5;0.0;0.0035087720000000003;0.0;0.0;Mar;2;2;6;1;Returning_Visitor;False
